91.0256410256  18220.6296281
95.2991452991  18220.6296281
101.282051282  18974.442046
104.700854701  16134.1644362
107.264957265  12148.0631887
110.683760684  7171.89302099
113.675213675  4979.46975219
116.666666667  3319.91344045
120.512820513  2822.95675585
124.786324786  2400.38934398
128.632478632  2213.4536006
132.051282051  1959.98849068
135.042735043  1959.98849068
139.743589744  1882.12250339
143.58974359  1807.34995874
148.290598291  1735.54796114
152.564102564  1536.808374
156.837606838  1417.12594974
162.393162393  1204.99686075
167.094017094  1254.84923225
172.222222222  1157.1250132
177.777777778  1111.15500776
181.623931624  1111.15500776
187.606837607  1067.01128849
192.735042735  1067.01128849
199.145299145  1024.62130109
205.555555556  871.246096014
210.683760684  803.395837871
217.094017094  771.478706522
223.931623932  771.478706522
230.341880342  711.398059241
237.179487179  740.829571876
244.444444444  740.829571876
252.136752137  740.829571876
259.401709402  771.478706522
266.666666667  740.829571876
275.213675214  711.398059241
283.760683761  711.398059241
292.307692308  683.135795201
300.427350427  683.135795201
311.111111111  629.935051734
319.230769231  557.800466628
328.632478632  474.303509393
338.888888889  291.600814281
348.290598291  247.95119013
358.547008547  165.314085566
370.512820513  89.9964445118
392.735042735  25.612425268
404.273504274  6.72147811215
