92.735042735  18220.6296281
97.8632478632  18220.6296281
102.991452991  18220.6296281
107.692307692  11665.4476334
110.256410256  6886.9696485
113.675213675  4979.46975219
117.521367521  3319.91344045
120.94017094  2710.80695706
124.358974359  2213.4536006
128.205128205  1959.98849068
132.051282051  2041.07590057
135.897435897  1882.12250339
140.170940171  1600.38824252
144.017094017  1475.75439236
147.435897436  1204.99686075
152.564102564  740.829571876
157.264957265  403.305182555
161.538461538  172.153355838
166.239316239  36.8893844468
172.222222222  3.24013705056
181.623931624  2.07444253353
187.606837607  1.04137137043
