93.1623931624  1.99202954146
94.8717948718  2.07444253353
98.2905982906  1.99202954146
100.854700855  1.99202954146
103.846153846  1.99202954146
107.264957265  2.07444253353
110.256410256  1.99202954146
114.102564103  1.99202954146
117.948717949  1.99202954146
121.367521368  1.91289063442
124.786324786  2.07444253353
126.923076923  2.07444253353
131.196581197  1.99202954146
135.042735043  1
140.170940171  1
143.58974359  1.04137137043
260.683760684  1.99202954146
266.666666667  3.11141360571
275.213675214  2.98780405727
284.188034188  7.2891360505
292.735042735  6.45444872308
301.282051282  4.85981478904
311.111111111  1.04137137043
320.085470085  1.99202954146
