92.3076923077  3.11141360571
95.2991452991  3.11141360571
98.2905982906  2.86910524151
101.709401709  2.86910524151
103.418803419  5.27024719661
107.692307692  6.72147811215
110.683760684  6.72147811215
114.102564103  6.19802781825
117.521367521  6.99955487298
120.512820513  8.23176488687
124.786324786  8.57232428133
127.35042735  11.8561493654
132.051282051  20.9132984486
135.897435897  28.9246162409
139.743589744  57.6186900272
143.58974359  105.839526273
148.290598291  194.416174966
151.709401709  329.310542066
155.982905983  329.310542066
162.393162393  329.310542066
167.521367521  303.664739588
171.794871795  280.016161919
176.495726496  280.016161919
182.051282051  247.95119013
187.606837607  186.692452362
193.58974359  140.568277775
198.717948718  93.7197207554
205.555555556  48.9937684199
211.111111111  17.0763232073
217.948717949  1.99202954146
224.358974359  1
